app_code,os_version,is_4G,hour,day_of_week
397,2,1,18,0
107,1,0,14,6
107,1,0,10,0
283,2,1,20,3
115,0,1,20,0
397,0,1,16,2
107,2,1,10,0
177,1,1,14,5
143,1,0,0,3
359,1,0,18,4
283,1,1,9,1
49,0,1,1,6
195,1,1,16,0
88,0,0,1,3
27,1,0,21,1
365,1,1,1,3
107,1,1,6,1
216,2,0,5,1
328,1,1,13,2
216,2,0,4,2
107,1,1,7,2
253,1,1,7,1
191,0,0,9,0
107,0,1,23,2
107,1,0,13,6
365,2,0,23,3
116,2,1,13,3
88,0,0,20,5
283,1,0,16,6
107,0,1,23,1
282,1,0,19,6
195,1,1,8,1
29,0,0,20,6
341,0,0,7,3
336,0,1,1,4
111,1,1,1,0
107,1,0,16,1
65,2,0,0,5
88,0,0,21,0
195,1,1,12,1
283,1,0,20,0
195,0,0,22,6
143,1,0,21,6
27,0,1,0,1
177,1,0,11,6
280,1,0,21,6
267,1,1,17,6
283,0,0,13,0
115,1,1,10,0
287,0,0,15,4
282,0,0,0,3
191,2,1,20,2
29,1,0,10,3
216,0,1,0,3
195,0,0,6,1
107,2,0,20,0
319,1,1,16,0
107,1,1,10,1
27,1,1,18,1
143,0,1,23,4
397,1,1,23,0
282,2,0,18,2
267,0,0,19,6
283,0,1,19,5
107,1,1,8,4
283,1,0,21,3
27,1,0,14,1
88,1,0,16,5
253,1,1,20,3
365,1,0,0,2
363,0,1,19,1
148,0,0,21,5
243,1,1,22,2
191,0,0,21,1
27,1,0,4,5
195,1,0,15,6
107,1,1,9,1
268,0,1,7,0
88,0,0,11,4
88,2,0,14,6
451,0,1,9,4
107,2,0,16,0
283,1,0,21,2
283,2,1,15,3
107,2,0,9,4
253,1,1,0,0
195,1,0,14,6
107,0,0,20,6
111,0,1,14,0
45,1,0,20,5
283,1,0,23,0
253,1,1,20,6
29,1,1,10,3
107,1,0,9,1
107,1,0,16,2
107,1,0,12,4
325,0,0,0,0
283,1,0,20,3
107,2,0,11,3
283,1,1,15,4
45,1,0,16,4
139,2,0,16,5
191,2,1,10,4
177,2,0,0,0
27,2,1,21,4
283,1,1,22,2
88,1,0,22,5
88,2,0,22,6
107,0,0,10,4
365,2,0,15,4
249,1,1,0,5
151,0,0,17,2
107,1,0,9,2
282,0,0,16,5
365,1,0,10,1
319,1,0,12,0
107,1,1,16,4
88,1,1,0,3
107,0,0,13,0
186,1,1,21,0
107,1,1,19,6
191,1,1,21,0
365,0,0,14,0
195,1,0,12,5
102,1,1,19,5
191,0,1,11,5
191,1,1,16,0
283,0,1,19,3
307,1,1,0,5
169,1,0,22,3
283,1,0,15,1
283,0,0,21,4
407,2,0,11,6
191,1,0,11,1
336,0,0,19,4
195,0,0,0,3
102,1,0,1,2
153,0,1,0,6
107,1,0,9,4
214,1,0,0,3
282,0,0,0,6
111,2,0,22,4
370,2,0,8,5
195,1,1,15,6
276,0,0,8,0
216,0,1,17,5
215,2,1,16,4
137,1,1,0,0
283,1,0,0,1
283,1,0,21,4
143,1,0,20,5
365,1,0,0,4
107,1,1,14,3
191,0,0,2,0
139,0,0,18,5
191,1,0,11,4
283,1,1,17,5
283,1,0,21,3
283,1,1,22,0
191,1,0,18,1
267,1,0,23,1
191,2,0,7,2
29,1,0,18,0
135,1,0,9,4
27,1,1,21,6
45,2,1,11,5
215,1,0,21,6
307,1,0,21,1
283,1,0,15,2
139,2,0,17,2
283,1,1,20,3
29,0,1,12,5
283,1,1,11,3
398,0,1,0,4
283,1,0,18,6
27,0,0,14,1
126,1,0,22,4
195,0,0,23,3
420,1,0,17,6
107,1,0,16,0
282,1,0,21,2
195,1,1,12,4
283,1,1,22,5
39,0,0,22,4
392,0,0,11,5
107,1,0,10,4
267,0,0,22,2
107,1,0,16,3
361,0,0,0,2
283,1,1,12,2
265,1,1,19,1
112,2,0,0,1
283,0,0,18,5
361,0,1,9,4
336,1,1,19,2
451,1,1,22,0
283,2,1,15,1
337,0,1,18,4
283,0,0,19,4
397,0,0,18,0
283,1,0,11,5
143,0,1,21,3
29,0,1,23,0
107,1,1,11,0
107,2,0,1,4
154,1,0,11,1
397,2,1,19,1
257,0,1,17,1
49,0,0,22,3
214,1,0,1,3
191,1,0,16,1
27,1,1,14,4
195,0,1,8,2
282,0,0,0,5
397,0,0,0,6
283,0,0,0,0
397,1,1,20,1
107,1,0,13,4
216,0,1,15,1
437,2,1,3,1
253,1,0,0,0
126,1,1,9,6
283,1,1,10,4
283,1,1,15,3
336,2,0,22,6
336,2,1,5,2
29,0,0,23,3
88,1,0,22,6
361,0,0,22,6
80,1,1,2,2
246,0,0,0,6
88,0,1,7,0
177,1,0,12,6
107,2,0,10,3
111,1,0,8,1
137,1,0,8,3
107,1,1,9,3
137,1,1,11,3
365,1,0,23,4
148,0,0,14,6
257,1,0,0,6
283,1,1,17,2
107,2,0,22,3
107,1,1,20,0
365,0,1,0,2
107,1,0,11,6
88,2,0,21,2
195,0,1,14,3
420,1,0,23,6
139,0,0,15,5
195,1,0,15,6
216,1,0,16,3
107,0,0,11,0
365,2,0,9,1
283,0,0,22,6
283,1,0,16,2
88,1,1,1,5
340,1,0,11,0
282,2,0,22,6
361,1,0,1,1
45,2,0,12,3
397,1,1,10,5
195,1,1,23,0
216,0,0,16,0
107,0,0,10,1
267,1,0,0,1
107,1,1,9,1
48,0,1,20,3
305,0,0,11,6
283,0,0,23,1
107,2,0,21,0
88,1,0,11,3
336,1,1,0,5
29,0,0,17,2
283,1,1,9,4
267,2,0,0,6
359,0,0,2,3
216,1,1,23,4
283,1,1,1,1
282,1,1,21,4
409,1,0,19,2
216,1,0,0,6
107,2,0,15,4
49,2,0,17,5
27,0,0,15,1
107,1,0,16,1
45,2,0,12,4
282,2,0,6,3
267,2,0,15,1
283,1,1,17,0
283,1,0,15,4
139,0,0,15,4
137,2,0,16,4
195,1,1,0,6
88,2,1,15,0
102,1,1,20,4
283,1,0,19,3
126,1,0,12,2
283,0,0,0,1
107,0,0,17,1
61,2,0,7,1
331,1,0,15,0
365,0,0,20,4
253,1,1,16,0
389,2,0,22,3
143,1,0,4,3
331,2,0,11,3
137,1,1,7,5
191,0,0,5,0
135,1,1,0,6
107,0,1,17,0
107,1,0,13,6
88,1,0,0,0
283,0,1,18,3
107,1,1,1,4
307,1,1,10,2
216,1,0,12,6
137,2,1,1,2
191,2,0,22,6
191,0,0,20,1
139,1,0,3,6
407,0,0,21,1
139,1,1,19,5
107,1,1,6,1
283,2,0,0,4
191,2,1,21,3
365,0,0,5,5
191,1,0,14,4
177,0,0,16,3
65,0,0,9,6
111,2,0,22,5
359,2,0,2,6
267,0,1,19,3
397,2,1,16,3
216,0,1,21,6
27,1,0,13,2
279,2,0,15,1
283,0,0,1,3
370,0,0,0,5
283,0,0,23,6
139,1,0,3,6
283,1,1,18,5
276,1,0,21,6
145,1,0,12,6
195,1,1,16,1
267,1,0,5,6
307,2,0,0,4
27,0,0,16,5
137,1,0,1,6
406,1,0,1,3
406,0,0,16,1
137,1,0,17,1
429,1,0,0,2
139,1,1,16,6
154,2,0,22,4
107,1,1,18,0
337,1,0,17,4
177,1,1,20,3
282,0,0,22,5
107,0,0,7,1
283,1,0,17,4
365,0,1,9,3
45,2,0,1,5
107,0,0,11,4
107,1,1,10,1
107,1,0,15,5
336,1,0,21,5
216,0,0,6,3
283,1,0,17,5
397,1,1,11,4
283,1,0,23,1
276,0,1,13,3
88,1,1,10,2
282,1,1,8,3
139,0,0,6,2
107,1,1,7,2
195,1,1,0,6
107,1,0,13,2
283,1,1,20,2
102,1,0,20,1
265,1,1,19,0
102,1,1,14,4
216,0,0,18,6
223,1,1,15,3
107,0,1,12,0
361,2,0,23,3
336,1,1,19,2
361,1,0,21,0
107,2,0,16,2
283,1,1,12,2
29,1,1,0,2
27,1,1,18,5
195,2,1,9,2
283,1,1,10,2
406,2,1,21,6
191,1,1,20,5
88,0,0,0,6
69,2,1,10,3
107,1,0,19,0
191,2,1,18,6
49,0,0,18,0
107,0,0,12,1
139,2,0,11,1
389,2,0,14,1
88,2,1,22,6
195,1,0,19,4
287,1,0,0,5
107,2,1,13,5
283,1,0,16,3
276,1,0,18,0
336,1,0,15,2
361,1,0,13,3
107,0,1,10,3
26,1,1,11,6
139,2,0,16,5
107,1,0,10,6
169,1,0,0,0
253,1,0,6,0
241,1,1,12,2
107,0,0,18,0
283,1,0,17,0
107,1,0,17,2
191,2,0,22,0
143,1,0,17,4
191,1,1,15,3
195,0,1,19,5
397,1,0,21,3
283,1,0,0,6
88,2,0,23,4
102,0,1,7,3
451,1,1,21,0
283,1,0,11,1
283,1,1,18,6
195,0,0,1,0
397,1,0,22,4
276,1,0,19,0
352,1,0,21,1
137,1,1,13,1
363,1,0,22,0
102,2,1,23,2
195,2,0,0,2
29,0,0,23,2
365,2,0,23,4
336,1,1,9,3
282,1,0,19,5
253,1,1,14,5
27,1,0,22,4
88,0,0,0,1
265,0,0,20,6
267,1,1,1,0
107,2,0,16,4
380,0,1,14,1
195,2,1,22,6
107,0,0,0,0
107,1,0,0,1
27,1,0,17,4
195,1,1,14,5
54,1,1,15,4
27,1,0,0,2
361,0,1,14,1
307,0,0,1,1
195,1,1,18,3
107,0,1,12,2
365,1,1,2,2
216,1,0,21,1
27,1,1,17,0
154,2,1,20,2
365,2,1,9,5
88,0,0,18,0
107,1,0,14,0
107,2,0,9,2
283,0,1,17,4
107,0,1,13,6
139,2,1,0,4
107,0,0,8,0
283,0,0,14,2
267,1,1,17,3
397,2,0,23,6
276,1,1,0,5
186,1,0,0,2
27,0,0,0,5
177,1,0,22,3
88,1,1,4,6
88,2,0,1,5
253,1,0,1,6
107,2,1,12,3
88,1,1,11,6
359,1,0,22,6
88,0,1,12,2
283,1,0,21,6
145,2,1,14,3
341,2,0,21,3
88,1,0,10,5
216,2,0,1,5
151,0,1,21,6
267,1,0,22,2
143,2,0,21,6
29,2,1,17,6
312,2,1,1,6
283,1,0,1,1
283,1,1,0,0
27,1,0,17,4
93,1,1,15,1
107,1,1,16,5
88,1,0,23,4
283,1,0,22,2
397,1,1,18,4
216,0,0,7,4
135,1,0,13,1
267,2,1,23,3
111,2,0,22,0
363,0,0,10,6
287,0,0,19,2
29,0,0,19,5
27,0,0,1,0
107,1,1,11,2
216,1,1,20,5
169,1,1,18,5
48,1,1,21,1
88,2,0,0,3
283,1,0,22,1
217,1,1,19,1
171,2,0,0,1
107,2,0,10,1
282,2,1,0,6
216,2,0,18,4
312,1,0,22,1
139,1,0,21,6
328,1,0,3,0
365,1,0,14,4
282,1,1,0,0
61,2,0,19,0
177,1,0,21,0
283,1,0,23,1
389,1,1,20,6
267,1,1,22,1
345,2,0,18,3
107,1,1,19,4
267,1,0,1,1
177,1,0,22,6
107,1,1,13,1
353,1,0,20,5
27,2,0,20,4
359,0,0,0,3
107,0,0,21,1
283,0,1,22,1
282,0,0,0,0
216,1,0,21,1
278,0,1,18,4
195,0,1,0,6
88,0,1,0,4
267,2,1,19,5
216,2,1,0,0
107,0,1,15,4
27,2,0,18,1
143,1,0,3,6
283,1,1,17,2
393,1,1,19,4
88,0,0,8,6
88,2,0,16,2
320,2,0,1,2
27,0,0,20,1
61,0,1,19,2
283,1,0,18,4
88,2,1,11,3
107,1,0,9,3
177,1,0,0,3
363,0,0,8,1
268,0,0,9,1
191,1,1,16,6
107,1,0,9,5
191,2,0,10,1
137,1,1,0,0
451,1,1,18,1
27,1,0,18,1
318,2,0,0,2
264,0,0,22,2
267,1,1,16,0
49,1,1,1,5
45,1,0,0,4
139,1,1,20,6
107,1,0,15,3
29,2,1,10,1
107,1,0,7,1
27,1,1,5,2
336,2,0,10,5
397,0,1,20,2
111,2,1,23,2
145,1,1,10,5
27,0,1,18,4
307,0,0,16,3
137,1,0,15,4
195,1,1,19,3
107,1,0,17,3
195,1,1,17,2
283,1,0,13,5
107,0,0,13,4
397,2,0,20,1
283,1,1,0,1
336,2,1,20,2
253,1,1,18,5
116,2,1,0,5
267,0,0,21,4
137,1,1,16,2
307,0,0,12,2
195,1,1,5,0
107,0,0,6,2
365,1,0,23,0
406,1,1,17,3
216,1,1,15,3
107,2,1,3,2
177,0,1,22,1
102,1,1,17,3
88,1,0,20,5
27,1,1,13,6
216,0,1,21,3
27,1,1,18,3
147,1,1,14,4
27,1,1,15,1
216,1,1,5,4
29,2,0,9,0
107,2,0,7,0
61,1,1,1,1
27,0,1,20,2
282,1,0,0,5
65,1,1,8,1
370,0,0,22,1
359,1,0,15,4
267,1,0,23,3
88,2,0,9,2
365,2,0,17,1
249,0,1,9,5
20,1,1,16,4
397,1,1,22,2
359,1,0,21,4
283,1,0,0,2
107,1,0,13,5
107,1,0,9,1
177,0,0,21,4
107,1,1,19,5
397,2,1,6,6
261,1,0,12,0
145,1,0,19,4
283,1,0,15,0
397,1,0,18,4
107,2,0,10,1
336,2,1,20,4
195,1,0,20,6
283,1,1,16,0
283,1,0,14,0
386,1,0,22,2
107,1,0,13,2
397,2,0,22,4
282,1,0,20,3
283,1,0,16,3
397,1,1,22,2
45,0,0,19,0
74,2,0,14,2
283,1,0,21,6
126,2,0,19,3
107,1,0,14,0
283,0,0,22,4
107,2,0,8,0
307,1,0,22,1
27,1,1,9,5
107,1,0,22,1
318,0,1,16,5
296,0,0,13,2
365,0,1,13,0
318,2,1,21,3
191,0,1,10,4
107,1,1,16,3
27,2,1,20,3
353,1,0,19,0
216,0,0,9,3
45,0,1,18,1
307,1,1,16,1
143,0,0,18,1
195,1,1,16,3
61,1,0,21,2
283,0,1,23,2
107,0,1,15,4
107,0,0,14,3
154,1,0,12,1
139,1,0,21,0
88,2,0,8,1
283,1,0,23,1
126,1,1,15,1
361,1,0,2,2
191,2,0,22,1
145,1,0,15,1
195,1,0,13,5
359,1,0,17,2
191,1,0,18,1
283,2,1,22,5
88,1,0,9,0
88,0,0,0,0
271,0,0,21,0
283,0,1,19,5
177,1,1,13,6
107,0,0,2,0
296,0,0,11,1
107,1,0,23,0
107,1,1,20,3
283,0,1,23,4
283,1,1,11,6
216,1,1,1,6
88,2,0,2,2
409,1,0,19,2
143,1,0,13,6
45,2,0,19,5
282,2,0,23,0
29,0,0,0,1
325,2,0,6,1
307,2,0,18,2
365,1,1,12,2
407,1,0,0,1
283,1,0,21,1
107,1,1,23,2
283,1,0,18,2
29,2,0,0,5
153,0,1,9,4
214,1,0,1,3
145,1,1,14,4
49,1,1,13,0
107,0,1,12,5
107,2,0,16,0
107,0,0,11,5
283,1,0,18,1
27,1,0,20,4
267,1,1,10,4
370,2,0,18,0
44,2,1,19,1
143,1,0,8,3
267,1,1,12,3
107,1,0,14,0
216,1,1,8,1
397,1,1,17,3
107,1,0,20,5
191,0,0,13,5
451,0,1,14,0
282,1,0,14,4
216,0,1,1,1
29,0,0,19,1
65,0,0,11,5
216,1,1,21,6
282,1,1,16,3
126,1,1,18,1
283,1,0,11,1
107,0,1,14,1
88,1,0,18,1
216,1,0,17,6
107,2,0,17,1
107,2,0,15,1
406,2,1,12,0
107,0,1,9,4
107,0,0,12,6
143,0,1,11,2
283,1,0,16,1
407,2,0,18,6
195,1,0,19,5
282,2,0,1,4
283,1,1,0,3
216,1,1,11,1
27,1,0,18,1
283,1,0,1,4
111,1,0,0,1
191,2,1,15,4
365,1,0,2,4
137,1,1,16,1
345,1,0,22,3
265,1,1,18,2
282,1,1,1,3
20,0,1,12,2
88,2,0,0,6
310,1,0,23,4
283,1,0,2,6
282,1,0,17,1
397,2,1,22,1
137,1,1,14,1
143,1,1,16,4
27,1,0,21,5
397,2,1,18,4
126,2,0,12,5
169,2,0,16,1
107,1,0,13,2
459,1,0,18,1
405,0,0,19,3
88,2,0,0,2
397,1,1,20,2
397,1,1,8,1
107,0,0,12,2
406,0,1,18,0
107,1,0,11,3
267,0,0,12,3
88,1,1,17,2
283,1,0,21,5
27,1,0,20,2
20,1,1,22,4
107,0,1,21,0
29,1,0,9,6
283,1,1,18,4
267,0,1,14,0
88,2,0,8,2
61,1,1,14,1
45,2,1,23,2
197,2,1,8,3
45,0,0,21,0
107,2,1,14,3
107,2,1,20,0
107,1,0,19,0
361,1,0,0,2
282,2,0,20,2
139,1,0,12,5
26,1,0,14,1
283,1,0,20,6
282,0,1,23,0
216,1,1,9,1
359,1,0,16,2
27,1,1,15,3
27,1,1,15,4
29,1,0,1,0
191,2,1,20,4
115,2,1,21,4
283,1,1,23,5
191,2,1,17,0
107,1,0,10,3
283,2,1,14,1
29,0,0,0,1
370,1,0,22,6
312,1,0,19,3
265,0,0,11,5
282,1,1,18,4
169,2,0,6,1
283,1,0,16,2
88,1,0,19,2
195,0,0,15,2
27,2,1,13,2
336,2,1,20,2
88,1,0,20,5
283,1,0,13,3
283,2,1,12,5
88,2,0,20,0
217,1,1,17,3
148,0,0,0,1
191,2,0,17,2
139,0,1,11,5
216,2,0,15,5
282,2,1,17,1
214,0,1,18,0
283,0,1,17,5
27,1,0,19,3
88,2,0,0,2
139,1,0,19,0
283,1,1,19,2
282,0,0,1,1
283,1,1,21,4
27,1,0,17,6
88,2,1,17,4
88,1,0,0,6
195,2,1,18,0
389,0,0,10,6
49,1,1,22,1
29,1,0,1,3
126,0,1,11,5
267,1,0,23,1
283,1,0,17,3
282,1,1,16,0
283,2,1,22,5
409,2,0,21,1
107,0,0,9,1
187,2,0,15,6
283,1,1,19,5
137,1,1,19,4
29,0,0,2,6
118,1,0,4,1
282,1,0,1,4
359,2,0,9,1
283,1,1,12,2
126,1,1,13,4
191,0,1,10,5
88,1,1,0,6
216,2,0,0,6
276,1,1,8,1
107,1,0,22,5
29,0,0,8,5
267,0,0,16,6
253,1,1,13,4
253,2,1,12,2
27,2,1,11,6
88,1,0,20,0
267,1,1,9,0
253,1,1,20,5
336,0,0,23,4
107,2,0,19,0
191,2,1,1,4
88,0,1,0,3
49,0,0,1,5
273,1,0,1,6
361,1,1,18,5
283,0,0,23,5
27,1,0,10,5
307,0,0,16,2
102,0,1,12,1
283,1,0,1,1
107,1,0,20,0
88,1,1,0,3
107,2,0,16,2
253,1,1,15,0
88,1,0,0,6
216,1,0,21,0
191,0,0,0,6
143,1,1,11,3
139,1,0,20,2
107,2,0,12,4
283,1,0,22,1
107,0,1,17,1
451,1,0,15,0
45,0,0,9,2
261,0,1,21,2
276,0,1,1,0
283,1,1,11,3
359,2,1,12,6
195,1,0,1,0
361,1,0,15,1
29,1,0,9,1
27,1,0,19,1
283,0,0,21,0
115,2,1,17,4
27,0,0,15,1
253,1,0,18,3
283,1,1,0,1
88,2,1,21,3
283,1,0,11,0
107,1,0,21,6
107,1,1,8,5
143,1,1,18,5
26,1,1,13,3
282,0,0,1,2
177,1,0,16,5
27,1,1,14,4
48,0,0,14,5
283,1,0,0,1
214,1,0,13,5
143,1,0,18,0
66,2,0,0,6
267,1,0,19,4
195,1,0,8,5
139,1,1,16,5
64,2,0,0,5
27,0,0,21,4
29,1,0,21,6
283,1,0,14,2
191,0,1,23,3
107,1,0,16,4
397,1,0,21,2
370,2,0,14,1
27,1,1,18,5
191,2,1,13,0
191,0,0,21,5
45,0,0,23,5
397,0,0,17,3
195,0,0,9,6
336,2,1,17,2
195,1,1,13,4
27,1,1,16,4
283,2,1,17,1
443,0,0,1,2
191,0,0,10,5
365,1,0,23,5
107,1,0,18,2
359,1,0,19,6
283,1,0,16,3
107,1,0,4,6
177,1,0,22,1
27,1,0,17,5
27,1,0,18,3
29,2,0,20,6
27,0,0,16,4
126,1,1,10,4
143,0,0,1,6
406,1,0,0,2
107,0,0,21,5
64,0,1,8,3
215,1,1,18,1
107,1,0,16,5
107,0,0,9,1
29,1,0,23,0
195,1,1,17,1
397,0,0,16,1
283,1,0,2,4
88,1,0,21,2
267,1,1,22,4
283,2,0,15,5
336,2,0,12,6
88,0,1,8,0
107,0,0,8,3
283,1,0,0,6
88,1,0,8,0
283,1,0,17,3
282,1,1,22,0
276,1,0,9,3
107,2,1,11,2
325,0,1,17,2
107,1,0,16,2
287,2,0,21,6
107,1,1,13,0
283,0,1,20,1
107,0,1,17,1
107,2,1,11,0
283,1,0,19,3
283,2,1,20,1
287,2,0,21,2
107,1,0,5,1
397,0,1,20,3
267,1,0,13,1
137,1,1,7,1
337,1,0,6,3
107,0,0,18,3
27,1,1,8,1
139,2,0,11,2
253,1,1,14,1
309,0,0,13,6
107,1,0,15,4
107,1,0,21,4
283,1,0,23,6
267,1,0,18,4
88,2,0,11,5
191,2,1,15,2
102,1,0,21,0
191,0,0,16,2
363,1,0,19,5
267,1,1,23,6
107,0,0,9,2
191,0,1,1,0
283,1,1,17,3
107,2,0,22,6
126,0,1,16,1
29,0,1,15,3
107,2,0,8,1
49,0,0,0,3
283,0,0,1,4
107,2,0,10,1
283,1,0,17,6
49,1,0,0,6
191,0,0,12,2
27,2,1,16,1
191,1,1,21,5
283,1,0,12,0
27,0,1,20,2
29,1,0,23,0
107,1,1,13,4
336,1,1,19,4
406,1,1,10,1
88,0,1,23,0
102,1,0,12,3
267,1,0,21,4
88,1,0,18,2
195,1,1,22,2
126,0,1,0,1
88,2,0,23,5
88,0,1,15,2
397,2,0,22,1
267,1,0,19,5
49,1,1,23,1
282,1,1,9,4
107,1,1,22,3
283,2,0,17,0
191,1,0,18,0
283,1,0,19,5
365,0,1,0,4
283,1,0,22,2
283,1,1,11,1
27,2,1,17,3
287,2,0,7,6
195,1,1,23,4
88,1,1,13,5
365,2,0,19,2
107,1,1,18,0
107,1,0,14,1
267,0,1,18,0
336,2,0,23,3
69,2,0,0,6
222,1,0,17,2
177,2,0,23,5
406,0,1,3,1
107,1,0,0,2
283,1,1,16,2
195,0,0,2,4
283,1,1,0,3
283,0,0,20,1
137,1,0,12,4
282,1,0,15,3
267,1,1,20,1
283,2,1,11,3
216,1,0,0,3
267,2,0,1,3
151,0,1,18,3
107,0,1,15,5
107,0,0,10,3
265,0,1,18,5
126,1,1,10,4
139,0,0,13,3
88,0,0,16,4
267,1,0,22,0
88,0,1,1,4
107,1,0,23,6
88,0,0,23,4
283,1,0,19,4
115,1,0,10,3
365,2,0,4,4
261,1,1,0,5
267,1,1,20,2
267,0,1,22,6
282,1,1,23,0
267,1,1,0,2
107,2,0,10,3
27,0,0,13,6
276,0,0,9,0
283,1,0,11,1
177,0,0,0,0
177,0,0,22,4
265,2,0,16,3
267,1,1,15,3
107,1,1,9,3
93,2,0,12,5
44,1,1,7,2
107,2,0,21,6
88,1,1,9,1
107,1,1,14,2
107,1,1,7,1
191,2,1,11,2
365,2,0,0,2
337,1,1,21,3
107,2,0,2,2
139,1,0,16,6
107,1,0,16,1
27,1,1,16,6
283,1,0,13,5
115,1,1,19,1
267,1,0,8,4
145,2,0,21,5
154,1,0,13,5
440,1,0,21,0
88,1,0,18,1
107,0,0,9,0
214,1,1,2,1
139,2,0,20,3
26,2,0,11,2
195,0,1,17,5
111,0,0,0,2
276,1,1,0,0
267,1,1,13,3
88,2,0,23,3
282,0,0,20,1
283,2,0,10,5
261,1,0,12,0
88,1,0,2,2
137,1,1,22,4
319,1,1,15,4
45,0,0,11,2
107,0,0,17,1
88,1,1,0,0
361,1,0,0,3
88,1,0,16,0
214,1,1,17,2
45,2,0,22,1
137,1,0,19,5
107,2,0,16,4
177,1,0,19,0
107,2,0,2,4
93,2,1,8,5
107,2,0,13,1
393,1,0,9,5
27,1,0,15,5
282,2,0,2,2
177,2,0,19,5
191,2,0,10,5
279,1,0,1,6
267,2,1,0,1
65,1,0,8,0
124,2,1,17,2
107,1,0,16,6
88,1,0,20,2
107,0,0,12,2
393,1,0,0,2
107,1,1,17,0
267,1,1,13,5
283,1,1,15,0
389,0,0,14,3
107,2,1,9,5
285,1,1,16,2
107,1,0,15,6
107,0,0,13,1
267,1,1,17,6
423,0,1,19,3
137,0,0,11,3
267,1,1,14,6
88,2,0,12,2
296,0,0,7,3
79,0,0,4,3
283,1,1,20,5
216,1,0,7,1
195,1,1,0,6
48,2,0,22,2
216,1,0,1,6
27,1,0,21,4
107,2,0,9,0
107,1,0,8,1
88,2,0,20,2
332,0,0,13,2
403,1,0,1,6
365,1,1,3,2
361,1,0,20,5
265,0,0,18,0
88,1,0,18,0
88,2,0,0,1
107,1,0,7,3
407,1,0,10,2
359,1,1,16,3
27,0,0,19,2
137,0,0,15,5
336,0,1,18,2
27,0,1,17,4
107,1,0,14,1
276,0,1,9,3
216,2,1,12,6
283,1,0,13,3
107,2,0,7,5
217,1,0,23,5
216,1,0,23,6
107,1,1,1,3
107,1,1,11,3
107,2,0,11,4
283,1,0,21,2
107,1,0,14,4
195,1,0,9,6
107,1,0,14,3
407,2,1,0,5
107,2,1,1,3
392,1,0,21,5
387,1,0,8,2
206,1,0,19,3
216,1,1,0,3
115,1,1,12,6
370,1,0,2,0
421,2,0,22,2
191,2,1,19,1
102,1,0,20,0
310,1,1,19,2
249,1,1,21,2
107,1,0,9,3
102,1,0,9,1
191,0,0,22,5
111,1,0,1,2
88,1,1,20,2
276,1,0,0,1
107,1,0,9,1
459,0,0,8,0
143,0,1,19,1
253,2,1,17,3
191,2,0,17,0
107,2,0,13,4
307,0,0,13,5
283,1,1,16,0
261,1,0,15,5
107,1,1,14,5
283,1,0,1,3
107,2,1,21,0
45,2,0,0,6
107,2,1,1,6
392,1,1,16,1
139,0,0,11,5
289,0,0,23,1
365,1,0,12,2
276,2,0,3,1
283,0,1,17,4
126,0,0,10,6
137,1,1,22,3
397,2,0,14,6
216,0,0,13,1
361,1,0,1,6
107,1,0,6,1
64,2,1,11,4
107,2,0,23,6
191,1,1,15,5
283,2,0,8,1
107,0,0,15,1
88,1,0,0,5
143,1,0,9,4
283,1,1,9,1
137,1,0,1,0
107,0,1,11,4
429,0,1,4,3
107,0,0,7,1
303,0,0,22,6
143,1,0,1,3
195,1,1,1,1
27,1,1,16,6
111,2,0,10,0
267,1,0,6,3
282,2,0,23,0
88,1,1,11,1
126,1,0,20,1
267,0,0,8,4
309,2,0,11,6
283,1,0,18,4
137,1,1,13,4
276,0,1,22,0
143,1,1,13,3
107,2,0,2,0
267,0,0,0,1
107,1,0,20,1
195,1,1,11,5
459,0,1,20,4
88,1,0,19,2
107,1,0,20,0
107,1,1,16,2
337,0,0,23,3
336,1,0,7,4
282,1,0,0,1
27,1,0,0,6
243,1,0,0,5
27,0,0,20,2
88,1,0,1,4
191,2,0,21,3
107,0,1,14,4
283,1,0,21,6
166,0,0,22,1
336,1,1,11,6
107,2,0,11,5
107,0,0,16,2
191,0,1,16,3
143,0,0,15,1
216,1,1,9,5
96,2,0,9,0
336,1,1,20,6
107,0,0,7,3
88,1,0,10,0
352,1,0,1,5
283,1,1,12,1
143,1,0,0,3
88,2,0,11,4
267,2,0,7,3
195,1,1,15,2
283,2,1,20,1
200,1,0,20,0
107,1,0,11,3
406,0,1,17,0
429,1,1,14,1
107,2,0,11,6
191,0,1,15,4
397,1,0,17,4
115,2,0,16,0
328,1,0,18,1
111,2,0,7,2
278,0,1,15,6
107,2,0,14,0
283,1,1,19,2
107,2,0,9,4
191,2,0,11,4
267,1,1,2,6
29,0,0,15,1
359,1,0,22,5
169,1,1,23,0
27,2,0,19,5
27,1,1,17,5
287,2,0,10,4
282,1,0,16,2
283,1,0,21,0
336,2,0,11,4
216,2,1,12,1
283,1,1,15,5
195,0,1,0,3
107,0,1,9,3
429,2,0,10,2
29,1,0,21,2
386,0,0,23,1
267,2,1,17,0
107,0,1,12,3
29,0,1,10,3
107,2,1,14,2
359,1,0,6,5
27,1,1,13,2
215,1,1,13,5
283,1,0,22,5
283,1,1,15,4
191,2,0,20,3
88,0,0,20,0
107,1,0,7,4
191,2,0,0,5
45,1,0,19,6
27,2,0,7,1
107,0,0,18,3
29,1,0,0,5
336,1,0,22,1
88,0,0,21,5
